,r,p,session_id,unit_id,subject,acronym,region
1,0.15529112917879617,0.0004923444911780919,715093703,950910352,Sst-IRES-Cre;Ai32-386129,APN,APN
2,0.2841153396347282,9.739866844644264e-11,715093703,950910364,Sst-IRES-Cre;Ai32-386129,APN,APN
3,0.35074454647644676,6.402487037110522e-16,715093703,950910371,Sst-IRES-Cre;Ai32-386129,APN,APN
4,-0.04769835107742618,0.28710042596049584,715093703,950910392,Sst-IRES-Cre;Ai32-386129,APN,APN
5,0.2901012062099877,3.75668390109443e-11,715093703,950910435,Sst-IRES-Cre;Ai32-386129,APN,APN
6,0.13743165748333222,0.0020700024758468862,715093703,950910463,Sst-IRES-Cre;Ai32-386129,APN,APN
7,0.5788423602210059,4.591132628701173e-46,715093703,950910531,Sst-IRES-Cre;Ai32-386129,APN,APN
8,0.3960728497656327,3.1481033976537273e-20,715093703,950910576,Sst-IRES-Cre;Ai32-386129,APN,APN
9,0.39267464576180905,6.997337086153785e-20,715093703,950910558,Sst-IRES-Cre;Ai32-386129,APN,APN
10,0.6566232248346257,5.349629735948977e-63,715093703,950910549,Sst-IRES-Cre;Ai32-386129,APN,APN
11,0.183504231094296,3.657489531904678e-05,715093703,950910603,Sst-IRES-Cre;Ai32-386129,APN,APN
12,0.05870293368721476,0.190032679259096,715093703,950910651,Sst-IRES-Cre;Ai32-386129,APN,APN
13,0.33860062762473925,7.055669831869211e-15,715093703,950910671,Sst-IRES-Cre;Ai32-386129,APN,APN
14,-0.3376503789384543,8.475796279675568e-15,715093703,950910664,Sst-IRES-Cre;Ai32-386129,APN,APN
15,-0.15935345169621565,0.00034727187507597334,715093703,950910727,Sst-IRES-Cre;Ai32-386129,APN,APN
16,0.009534737916503833,0.8315809096180944,715093703,950910742,Sst-IRES-Cre;Ai32-386129,APN,APN
17,0.2433576928772564,3.5661980261297533e-08,715093703,950910757,Sst-IRES-Cre;Ai32-386129,APN,APN
18,0.30264374691186535,4.739791681780383e-12,715093703,950910778,Sst-IRES-Cre;Ai32-386129,APN,APN
19,0.10698821780331334,0.016701488056646552,715093703,950912803,Sst-IRES-Cre;Ai32-386129,APN,APN
20,-0.06903508797356889,0.12315926398935843,715093703,950910834,Sst-IRES-Cre;Ai32-386129,APN,APN
21,0.17909996709193068,5.640116986884267e-05,715093703,950910897,Sst-IRES-Cre;Ai32-386129,APN,APN
22,-0.3035175332874507,4.0877743104281974e-12,715093703,950910889,Sst-IRES-Cre;Ai32-386129,APN,APN
23,0.1086759093906248,0.015049341444138591,715093703,950910861,Sst-IRES-Cre;Ai32-386129,APN,APN
24,0.6197663561487445,2.2167850371660054e-54,715093703,950912814,Sst-IRES-Cre;Ai32-386129,APN,APN
25,-0.10114301053275121,0.023711701625135563,715093703,950910904,Sst-IRES-Cre;Ai32-386129,APN,APN
26,0.10684518050746472,0.01684854993758809,715093703,950910941,Sst-IRES-Cre;Ai32-386129,APN,APN
27,0.27231635415831157,5.966037153158214e-10,715093703,950911006,Sst-IRES-Cre;Ai32-386129,DG,DG
28,-0.3020540820895246,5.236137789870018e-12,715093703,950911040,Sst-IRES-Cre;Ai32-386129,DG,DG
29,0.2194512444705281,7.220824242497678e-07,715093703,950911088,Sst-IRES-Cre;Ai32-386129,DG,DG
30,0.22168542759853085,5.526669706631202e-07,715093703,950911195,Sst-IRES-Cre;Ai32-386129,CA1,CA1
31,0.27585051231349317,3.498135573683065e-10,715093703,950911223,Sst-IRES-Cre;Ai32-386129,CA1,CA1
32,0.22265666116694266,4.915907961070486e-07,715093703,950911266,Sst-IRES-Cre;Ai32-386129,CA1,CA1
33,0.06277273381129549,0.16106152724650025,715093703,950911286,Sst-IRES-Cre;Ai32-386129,CA1,CA1
34,0.24554993211161905,2.6623639724785627e-08,715093703,950912928,Sst-IRES-Cre;Ai32-386129,CA1,CA1
35,0.07825188528705289,0.08045240074101198,715093703,950911467,Sst-IRES-Cre;Ai32-386129,CA1,CA1
