,r,p,session_id,unit_id,subject,acronym
1,-0.07808376929141624,0.3279136979575848,715093703,950910352,Sst-IRES-Cre;Ai32-386129,APN
2,0.168825326115119,0.033394853977725146,715093703,950910364,Sst-IRES-Cre;Ai32-386129,APN
3,0.05602216601176871,0.4830596707678593,715093703,950910371,Sst-IRES-Cre;Ai32-386129,APN
4,0.03287598221879618,0.6807860642345215,715093703,950910392,Sst-IRES-Cre;Ai32-386129,APN
5,0.07933064465815848,0.32022472419204023,715093703,950910435,Sst-IRES-Cre;Ai32-386129,APN
6,0.0657355761356011,0.4103687771971351,715093703,950910463,Sst-IRES-Cre;Ai32-386129,APN
7,-0.014063386463657158,0.8603394601088818,715093703,950910531,Sst-IRES-Cre;Ai32-386129,APN
8,0.04609739514051303,0.5639485253944114,715093703,950910576,Sst-IRES-Cre;Ai32-386129,APN
9,-0.07685615554539166,0.33559881593870017,715093703,950910558,Sst-IRES-Cre;Ai32-386129,APN
10,0.07099636190265624,0.37384760365230035,715093703,950910549,Sst-IRES-Cre;Ai32-386129,APN
11,-0.02192807833384177,0.7838126861773713,715093703,950910603,Sst-IRES-Cre;Ai32-386129,APN
12,0.004745338680362612,0.9526616655795006,715093703,950910651,Sst-IRES-Cre;Ai32-386129,APN
13,0.01762696287439903,0.8254576797723616,715093703,950910671,Sst-IRES-Cre;Ai32-386129,APN
14,-0.018640505115748295,0.8161751340029639,715093703,950910664,Sst-IRES-Cre;Ai32-386129,APN
15,-0.08856366001031442,0.2669486863973031,715093703,950910727,Sst-IRES-Cre;Ai32-386129,APN
16,0.01635513673646797,0.8378714434999008,715093703,950910742,Sst-IRES-Cre;Ai32-386129,APN
17,-0.1193464217235304,0.13403251021842089,715093703,950910757,Sst-IRES-Cre;Ai32-386129,APN
18,0.051823591943792845,0.5164995012450763,715093703,950910778,Sst-IRES-Cre;Ai32-386129,APN
19,0.0421511567253994,0.5978139814825438,715093703,950912803,Sst-IRES-Cre;Ai32-386129,APN
20,-0.09131579342315685,0.25230998201359484,715093703,950910834,Sst-IRES-Cre;Ai32-386129,APN
21,0.04192396608768529,0.5997912124673831,715093703,950910897,Sst-IRES-Cre;Ai32-386129,APN
22,-0.08459991418243895,0.28903116790754363,715093703,950910889,Sst-IRES-Cre;Ai32-386129,APN
23,-0.05144700678157538,0.5195558495137784,715093703,950910861,Sst-IRES-Cre;Ai32-386129,APN
24,0.25443837933628655,0.0012101973045958933,715093703,950912814,Sst-IRES-Cre;Ai32-386129,APN
25,0.02084199501424718,0.7942758372754622,715093703,950910904,Sst-IRES-Cre;Ai32-386129,APN
26,0.009974184024890451,0.9006973841668433,715093703,950910941,Sst-IRES-Cre;Ai32-386129,APN
27,0.06038882661400151,0.44955543054533464,715093703,950911006,Sst-IRES-Cre;Ai32-386129,DG
28,-0.03898389000222437,0.6256383162451179,715093703,950911040,Sst-IRES-Cre;Ai32-386129,DG
29,-0.1723297334694424,0.02984607827699626,715093703,950911088,Sst-IRES-Cre;Ai32-386129,DG
30,-0.014871424363099099,0.8524038050286133,715093703,950911195,Sst-IRES-Cre;Ai32-386129,CA1
31,-0.03425527427730806,0.6681704573975973,715093703,950911223,Sst-IRES-Cre;Ai32-386129,CA1
32,-0.0017454669035424479,0.9825788917704202,715093703,950911266,Sst-IRES-Cre;Ai32-386129,CA1
33,-0.08686394989082158,0.2762730639015426,715093703,950911286,Sst-IRES-Cre;Ai32-386129,CA1
34,-0.05745824769890776,0.4718951513765324,715093703,950912928,Sst-IRES-Cre;Ai32-386129,CA1
35,0.0385624345165125,0.6293821093015449,715093703,950911467,Sst-IRES-Cre;Ai32-386129,CA1
36,0.02941146621863636,0.71285987728302,715093703,950912940,Sst-IRES-Cre;Ai32-386129,CA1
37,0.014492579253803163,0.8561226111269811,715093703,950911563,Sst-IRES-Cre;Ai32-386129,CA1
38,0.030853021335906262,0.6994491911823671,715093703,950911601,Sst-IRES-Cre;Ai32-386129,CA1
39,-0.08021899699597726,0.3148184267891182,715093703,950911593,Sst-IRES-Cre;Ai32-386129,CA1
40,0.02180022529001031,0.7850424329724136,715093703,950911586,Sst-IRES-Cre;Ai32-386129,CA1
41,-0.020828145811679463,0.7944094996183884,715093703,950911656,Sst-IRES-Cre;Ai32-386129,CA1
42,0.05187282151880265,0.5161006394854749,715093703,950911698,Sst-IRES-Cre;Ai32-386129,CA1
43,-0.01748638774083036,0.8268277114606727,715093703,950911691,Sst-IRES-Cre;Ai32-386129,CA1
44,-0.08863749744619598,0.2665485422912579,715093703,950911684,Sst-IRES-Cre;Ai32-386129,CA1
45,-0.1130868943554574,0.15581817822126312,715093703,950912952,Sst-IRES-Cre;Ai32-386129,CA1
46,-0.002504897322244134,0.975001273905225,715093703,950911704,Sst-IRES-Cre;Ai32-386129,CA1
47,0.20955156152150528,0.008025482571946744,715093703,950911677,Sst-IRES-Cre;Ai32-386129,CA1
48,0.012400128412445317,0.8767173186193503,715093703,950911732,Sst-IRES-Cre;Ai32-386129,CA1
49,-0.04152256508522359,0.6032917345804073,715093703,950911880,Sst-IRES-Cre;Ai32-386129,VISam
50,-0.047015057351317724,0.5562066228349407,715093703,950911873,Sst-IRES-Cre;Ai32-386129,VISam
51,-0.07597234664023648,0.3412021665074582,715093703,950911932,Sst-IRES-Cre;Ai32-386129,VISam
52,0.021493286108161244,0.7879968736851026,715093703,950911986,Sst-IRES-Cre;Ai32-386129,VISam
53,0.06688305928447513,0.4022287434855222,715093703,950912018,Sst-IRES-Cre;Ai32-386129,VISam
54,0.009939723875246687,0.9010387173124715,715093703,950912065,Sst-IRES-Cre;Ai32-386129,VISam
55,0.07325537315349787,0.3587966466830501,715093703,950912109,Sst-IRES-Cre;Ai32-386129,VISam
56,-0.11331207155511663,0.1549909216021855,715093703,950912226,Sst-IRES-Cre;Ai32-386129,VISam
